nodeId	pmid	pmcid	np	head	base	type	term	coid	section	arg_type
d858649f59448bb142900bd164ca8422	25875452	PMC4622614	The human membrane-associated beta-1,4-galactosyltransferase 1 (GT)	beta-1,4-galactosyltransferase	The human membrane-associated beta-1,4-galactosyltransferase 1	enzyme	galactosyltransferase	COID703629	RESULTS	arg0
9826bc5ece839cd5e71c15b5ff709350	26910040	PMC4947490	the rate of product formation	rate	the rate	flux rate	product formation	COID187355	ABSTRACT	arg0
96c4918931241f410376dff79c0754e5	26910040	PMC4947490	Osmolality	Osmolality	Osmolality	process parameters or process control	Osmolality	COID710653	RESULTS	arg0
317535d9d03ac6f295eff7eb40531650	26910040	PMC4947490	high mannose content in cell culture processes	content	high mannose content	sugar (subset of carbon source)	high mannose	COID981337	RESULTS	arg1
d4ff67a6f3b0fc104b84649da1ea708f	26910040	PMC4947490	qP	qP	qP	flux rate	qP	COID599783	RESULTS	arg0
e29fb4c705abef216c3caec1d61c7f0d	26910040	PMC4947490	high mannose content	content	high mannose content	sugar (subset of carbon source)	high mannose	COID981337	RESULTS	arg1
4907f8fce4fd4c9d2b23b2ca69fdb738	26910040	PMC4947490	The two "qP high" cultivations	cultivations	The two "qP high" cultivations	flux rate	qP	COID599783	RESULTS	arg0
afbe44f67af7e84dea154c0fecb0fcad	26910040	PMC4947490	a high specific productivity	productivity	a high specific productivity	process condition	specific productivity	COID731421	RESULTS	arg1
2d0e58e15717435f9132ad60031923fc	26910040	PMC4947490	the supplemented cultures of both cell lines A and B	cultures	the supplemented cultures	cell line	cell lines	COID702829	RESULTS	arg0
13cd221185090281d27e154cf1aca08c	26910040	PMC4947490	a high and nearly constant qP	qP	a high and nearly constant qP	flux rate	qP	COID599783	RESULTS	arg1
3300f655dc7b71d972048a584de47c51	26910040	PMC4947490	both cell lines	lines	both cell lines	cell line	cell lines	COID702829	RESULTS	arg0
e78d380555c02c96815b65e39b8e6903	26910040	PMC4947490	high variations in qP	variations	high variations	flux rate	qP	COID599783	RESULTS	arg1
4ed365250e976e2360cecdbfdd2b4bd2	26910040	PMC4947490	the DoE cultivations in order to investigate the effect of the experimental factors on the accumulation of this pre-mature glycoform	cultivations	the DoE cultivations	recombinant protein	glycoform	COID288767	RESULTS	arg0
d4ff391af7fcef15407688859bc73d60	26910040	PMC4947490	High mannose content	content	High mannose content	sugar (subset of carbon source)	High mannose	COID981337	RESULTS	arg1
4d193ffb964a2cf4c8cbf8c0aceefd30	26910040	PMC4947490	high qP values	values	high qP values	flux rate	qP	COID599783	RESULTS	arg0
97ff43e53293cc9fd11a05b096770747	26910040	PMC4947490	the abundance of M5 glycoforms	abundance	the abundance	recombinant protein	glycoforms	COID288767	RESULTS	arg1
e19450632c5fc2df978164b024132cd8	27559765	PMC5098448	Basic charge variants	variants	Basic charge variants	product quality profile	charge variants	COID817650	ABSTRACT	arg0
460c0be3ba1eeb3052d1d09e3676d337	27559765	PMC5098448	increased binding to cell surface receptor FcgammaRIIIa, which plays a major role in regulating effector functions	binding	increased binding	process condition	functions	COID532355	ABSTRACT	arg1
69bdf42084387d2623235872272ee467	27559765	PMC5098448	Our glycan data	data	Our glycan data	sugar (subset of carbon source)	glycan	COID626759	RESULTS	arg0
f2136e6fc07e241eec42f7878340c152	27559765	PMC5098448	a much higher amount of sialylated glycan structures in the acidic charge variant fractions	amount	a much higher amount	sugar (subset of carbon source)	glycan structures	COID684992	RESULTS	arg1
0070cb024853da87ce410dd9fc1e56d7	27559765	PMC5098448	a much higher amount of sialylated glycan structures in the acidic charge variant fractions	amount	a much higher amount	sugar (subset of carbon source)	sialylated glycan	COID113402	RESULTS	arg1
674c2fc7b8f5b8ca0f9cc6b5b6a09d8d	27559765	PMC5098448	a much higher amount of sialylated glycan structures in the acidic charge variant fractions	amount	a much higher amount	sugar (subset of carbon source)	glycan structures	COID684992	RESULTS	arg0
455055b74ecc79977fa58fbd80703b52	27559765	PMC5098448	Our glycan data	data	Our glycan data	sugar (subset of carbon source)	glycan	COID626759	RESULTS	arg1
0c8216d85254632934c4495f17b7d368	27559765	PMC5098448	a much higher amount of sialylated glycan structures in the acidic charge variant fractions	amount	a much higher amount	sugar (subset of carbon source)	sialylated glycan	COID113402	RESULTS	arg0
f5665b7195d3f5e1884ff6e0442d6a58	27559765	PMC5098448	its microheterogeneity pattern	pattern	its microheterogeneity pattern	clinical outcomes	microheterogeneity	COID021590	RESULTS	arg0
d58d41b8b263ed828117ad3ed1a35775	27559765	PMC5098448	an additional preparative scale experiment	experiment	an additional preparative scale experiment	vessel or process parameter or production scale	scale	COID586187	RESULTS	arg1
4918806ae38b365b9619fb2bebdf9149	27559765	PMC5098448	slightly lower amounts of non-fucosylated glycans than B1	amounts	slightly lower amounts	sugar (subset of carbon source)	glycans	COID626759	RESULTS	arg0
22430d6c5ed929a312ff6177ee18bca4	27559765	PMC5098448	this batch B2	B2	this batch B2	process mode	batch	COID285438	RESULTS	arg1
3e31c0699a2d9954d5837a6f5b88826f	27752770	PMC5274649	higher pH values	values	higher pH values	bioreactor conditions	pH	COID893209	RESULTS	arg0
76f6a98796ebae5f94574543f3e4d0fe	27752770	PMC5274649	a higher consumption of several amino acids (Ser, Asp, Val, Ile, Arg and His)	consumption	a higher consumption	amino acid (subset of substrates)	amino acids	COID693703	RESULTS	arg1
96a25bd6a968b3ba8edbeadf81f2f5ed	27752770	PMC5274649	a higher consumption of several amino acids (Ser, Asp, Val, Ile, Arg and His)	consumption	a higher consumption	amino acid (subset of substrates)	Ser	COID865161	RESULTS	arg1
35b99af5dbb1a5955b308f25b311e75e	27752770	PMC5274649	a way that high pH set points led to high q p values	way	a way	bioreactor conditions	pH	COID893209	RESULTS	arg0
7418df797e8b8833b9e9d8474a0e3754	27752770	PMC5274649	high q p values	values	high q p values	flux rate	q p	COID599783	RESULTS	arg1
b717444efbe51deae19fa34cafd9cdb2	27752770	PMC5274649	fermentation conditions that induce high specific growth rates	conditions	fermentation conditions	cell culture parameters	growth rates	COID957002	RESULTS	arg0
508eacf07d4e32c0433a3d207e04678f	27752770	PMC5274649	high specific production rates for this cell line	production	high specific production rates	process parameters or process control	production rates	COID014362	RESULTS	arg1
1c7593a511ca8c6121d2838152687e36	27752770	PMC5274649	2 lower pH values	values	2 lower pH values	bioreactor conditions	pH	COID893209	RESULTS	arg0
89b85c2d19df084c1d00ca4a89a13598	27752770	PMC5274649	lower acidic variants	variants	lower acidic variants	acid (subset of secondary raw materials)	acidic variants	COID106814	RESULTS	arg1
e18e217982f8027aea67675f78a437bc	27752770	PMC5274649	pH 6.8	pH	pH 6.8	bioreactor conditions	pH	COID893209	RESULTS	arg0
e88841d0af47070be96dddcf0dc658d0	27752770	PMC5274649	the highest protein deamidation	deamidation	the highest protein deamidation	PTM	deamidation	COID565107	RESULTS	arg1
31a2bd459da288fb92130f2d743d3b03	27752770	PMC5274649	higher cell growth	growth	higher cell growth	cell culture parameters	cell growth	COID093598	RESULTS	arg1
a98c6da1e417a2a4cebc36deaf6dc930	27752770	PMC5274649	high Mannose 8 (Fig. 5c linear determination coefficient R 2 = 0.82) variants	variants	high Mannose 8 (Fig. 5c linear determination coefficient R 2 = 0.82) variants	sugar (subset of carbon source)	high Mannose	COID981337	RESULTS	arg1
fb90ce1dd63fdb394eafb47394c5f000	27752770	PMC5274649	high pH set points	points	high pH set points	bioreactor conditions	pH	COID893209	RESULTS	arg0
e36f65a490178ff2e9ec23cdc7b60143	27752770	PMC5274649	general higher final ammonia concentrations	concentrations	general higher final ammonia concentrations	by-product or waste	ammonia	COID714278	RESULTS	arg1
ac6411ba65f22b0037e70622fbe44d27	27752770	PMC5274649	Runs at highest pH values	Runs	Runs	bioreactor conditions	pH	COID893209	RESULTS	arg0
bb5b15389b98a646ada63155003bb3d9	27752770	PMC5274649	significantly more lactate	lactate	significantly more lactate	by-product or waste	lactate	COID250920	RESULTS	arg1
36b561f245fd1b9664395c6bcec986f9	28921534	PMC5765507	TGE in mild hypothermic conditions	TGE	TGE	bioreactor conditions	hypothermic conditions	COID718157	ABSTRACT	arg0
a7875e100ceb31c3efd74efcfccbda0b	28921534	PMC5765507	a 76% increase in qP	increase	a 76% increase	flux rate	qP	COID599783	ABSTRACT	arg1
3f6dda0967a2d352c3532eb447ca4c33	28951949	PMC5656727	the cell volume-specific consumption rates of all the essential amino acids	rates	the cell volume-specific consumption rates	amino acid (subset of substrates)	amino acids	COID693703	RESULTS	arg0
9c2bfd03af6e7ef727768f29e5ba3d9d	28951949	PMC5656727	the cell volume increases in the SI phase	increases	the cell volume increases	product attributes	SI	COID283454	RESULTS	arg1
f65f118b80981e293d3befe09da88fd0	28951949	PMC5656727	Average specific productivity expressed per cell	productivity	Average specific productivity	process condition	specific productivity	COID731421	RESULTS	arg0
a34002d2469a9109091375c5c3380054	28951949	PMC5656727	the SI phase compared to the NI phase	phase	the SI phase	product attributes	SI	COID283454	RESULTS	arg1
5179e5ed77cb9c2010c022a72f359093	29511312	PMC5840386	the presence of maltose	presence	the presence	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg0
d5e0b32fe4f25d7f68b9355da6edc120	29511312	PMC5840386	the use of a lower glucose feed to result in the observed higher maximum IgG titers in Fig. 4G	use	the use	sugar (subset of carbon source)	glucose	COID367406	RESULTS	arg1
0818da5b4776e10dae80004d7d037b0d	29511312	PMC5840386	the cultures with higher maltose concentrations	cultures	the cultures	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg0
1f379825adae67af9bbd04d7bcb9247c	29511312	PMC5840386	more glycolysis intermediates that were processed to lactate when the cells die	intermediates	more glycolysis intermediates	metabolic pathways	glycolysis	COID345655	RESULTS	arg1
a8f98b1166a070a4ee970ad5a63665a8	29511312	PMC5840386	maltose concentrations lower than 3 g/l after glucose depletion	concentrations	maltose concentrations	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg0
2c6ed5e7d252ce5a731faff867a496a2	29511312	PMC5840386	slower growth observed at maltose concentrations lower than 3 g/l after glucose depletion	growth	slower growth	cell culture parameters	growth	COID203666	RESULTS	arg1
53b0e9be2a15dbe5f9b4ffb3f914b3f4	29511312	PMC5840386	the glucose-only cultures (Table 2)	cultures	the glucose-only cultures	sugar (subset of carbon source)	glucose	COID367406	RESULTS	arg0
4fe858af70559746edd62c23ba1c53dd	29511312	PMC5840386	the maltose-supplemented cultures compared to the glucose-only cultures (Table 2), to possibly allow slower and more productive maltose-supplemented cultures	cultures	the maltose-supplemented cultures	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg1
7d09e4e5ddf8cbae12ffe6cf457b3d99	29511312	PMC5840386	lower levels of sialylated glycans	levels	lower levels	sugar (subset of carbon source)	sialylated glycans	COID113402	RESULTS	arg0
f07b1601c0e8ee5c28b3a6608c4c15f9	29511312	PMC5840386	Glucose-only #1 culture	culture	Glucose-only #1 culture	sugar (subset of carbon source)	Glucose	COID367406	RESULTS	arg0
756a4e32a0c7c417ab73a1c813bea9e7	29511312	PMC5840386	a higher maximum VCD	VCD	a higher maximum VCD	cell culture parameters	VCD	COID384695	RESULTS	arg1
50b260b12b6b2a3e9f0227f5b522ebd9	29511312	PMC5840386	less increase in osmolality	increase	less increase	process parameters or process control	osmolality	COID710653	RESULTS	arg1
1d81f1597e2c2034770d78275f652977	29511312	PMC5840386	the 20 g/l maltose supplemented culture	maltose	the 20 g/l maltose	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg0
c03e9273309e80785e6667addc3b80eb	29511312	PMC5840386	the highest maximum IgG titer	titer	the highest maximum IgG titer	overall titer or batch yield	IgG titer	COID814559	RESULTS	arg1
0f8bc65e64e27eb6e412e61e58da45ed	29511312	PMC5840386	the maltose supplemented cultures	maltose	the maltose	disaccharides (subset of carbon source)	maltose	COID396206	RESULTS	arg0
ecb8ab43ae490dd85797d7025f72f1d7	29511312	PMC5840386	13% to 17% lower specific IgG productivities up to Day 6	productivities	13% to 17% lower specific IgG productivities	antibody	IgG	COID713543	RESULTS	arg1
8f3176920e0d490fc3e7c16d8a79218a	30552760	PMC6590254	15 microM kifunensine supplementation leading to an 85.8% increase in high-mannose containing species	supplementation	15 microM kifunensine supplementation	secondary raw materials	supplementation	COID566710	ABSTRACT	arg0
fcb2b9b831121c2bf5e15d34e05891a8	30552760	PMC6590254	15 microM kifunensine supplementation leading to an 85.8% increase in high-mannose containing species	supplementation	15 microM kifunensine supplementation	secondary raw materials	kifunensine	COID287309	ABSTRACT	arg0
a3c52be65a3c0f1ad5335c91e9ceac45	30552760	PMC6590254	the addition of 30 microM dexamethasone	addition	the addition	secondary raw materials	dexamethasone	COID895485	ABSTRACT	arg0
751090df493c68277cab32e71c8ca6cf	30552760	PMC6590254	6.9% increased sialylation	sialylation	6.9% increased sialylation	glycosylation	sialylation	COID543327	ABSTRACT	arg1
459bdcdb54cc20e618b41da70ddd03f5	30552760	PMC6590254	the addition of compounds to increase sialylation (750 microM DANA, 50 mM ManNAc, 5 mg/ml fetuin, 0.5 mM CuCl2 on Day 8, and 30 microM dexamethasone)	addition	the addition	secondary raw materials	dexamethasone	COID895485	RESULTS	arg0
f37193dd63e07a5802960be0a5d3e7f7	30552760	PMC6590254	the addition of compounds to increase sialylation (750 microM DANA, 50 mM ManNAc, 5 mg/ml fetuin, 0.5 mM CuCl2 on Day 8, and 30 microM dexamethasone)	addition	the addition	sugar (subset of carbon source)	ManNAc	COID135789	RESULTS	arg0
e6cc1c2fef3a4ff40f1ac74b8f73aff7	30552760	PMC6590254	the addition of compounds to increase sialylation (750 microM DANA, 50 mM ManNAc, 5 mg/ml fetuin, 0.5 mM CuCl2 on Day 8, and 30 microM dexamethasone)	addition	the addition	trace metals or minerals (subset of secondary raw materials)	CuCl2	COID901856	RESULTS	arg0
e208d60c26b2fd07bba5c31341757151	30552760	PMC6590254	the addition of compounds to increase sialylation (750 microM DANA, 50 mM ManNAc, 5 mg/ml fetuin, 0.5 mM CuCl2 on Day 8, and 30 microM dexamethasone)	addition	the addition	sugar (subset of carbon source)	DANA	COID084256	RESULTS	arg0
3b5c10c11fc23716e0a1de2f95c8b406	30552760	PMC6590254	the additive dexamethasone	dexamethasone	the additive dexamethasone	secondary raw materials	dexamethasone	COID895485	RESULTS	arg0
76bb044f4695f5d06f5f3300c6d90734	30552760	PMC6590254	the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer	amount	the total amount	sugar (subset of carbon source)	sialylated glycans	COID113402	RESULTS	arg1
279f1728ca58f9ac531a701a517b1d9a	30552760	PMC6590254	the total amount of sialylated glycans (30 microM dexamethasone) as well as disialylated species (10 microM dexamethasone) concurrent with a positive effect on titer	amount	the total amount	overall titer or batch yield	titer	COID732378	RESULTS	arg1
439c77f82a31339e5e3637cd4726c6cc	30552760	PMC6590254	the medium	medium	the medium	media characteristics	medium	COID921897	RESULTS	arg0
17ccdeccf6563e0d64387b412402793d	30552760	PMC6590254	uridine added to the medium in this study	uridine	uridine	nucleotide or nucleoside	uridine	COID485269	RESULTS	arg1
a2ce45dea6440abd63c2c04a33da2b8f	30552760	PMC6590254	Combinations of cytidine (Cyt), fucose (Fuc), and uridine	Combinations	Combinations	nucleotide or nucleoside	cytidine	COID172930	RESULTS	arg0
2592695840afaaca76fd8eccb8f31fd8	30552760	PMC6590254	galactosylation (Figure 5a)	galactosylation	galactosylation	glycosylation	galactosylation	COID475750	RESULTS	arg1
7bd27eb3d9fdf6bd675c595a4b3c68dd	30552760	PMC6590254	Combinations of cytidine (Cyt), fucose (Fuc), and uridine	Combinations	Combinations	nucleotide or nucleoside	uridine	COID485269	RESULTS	arg0
7c7bbfd1f5b55b264573e3660175f5eb	30552760	PMC6590254	Combinations of cytidine (Cyt), fucose (Fuc), and uridine	Combinations	Combinations	sugar (subset of carbon source)	fucose	COID275575	RESULTS	arg0
e426477954f2098a4ce992794bf9c8a4	30552760	PMC6590254	sole addition of manganese chloride (Mn) or a mixture of Mn and galactose (Gal) with or without uridine	addition	sole addition	trace metals or minerals (subset of secondary raw materials)	manganese	COID333220	RESULTS	arg0
6900bb7160d6e481ff9ee837c56912dc	30552760	PMC6590254	833 mM sucrose	sucrose	833 mM sucrose	disaccharides (subset of carbon source)	sucrose	COID945298	RESULTS	arg0
b7f80d5a7299d5020c1a72dce21eebd6	30552760	PMC6590254	Man5 (+4.6%, +4.1% +4.1%, and +1.7%, respectively) but no other high-mannose forms	Man5	Man5	sugar (subset of carbon source)	Man5	COID568402	RESULTS	arg1
d867033f3337e80a3efd122473d5e7cb	30552760	PMC6590254	Man5 (+4.6%, +4.1% +4.1%, and +1.7%, respectively) but no other high-mannose forms	forms	other high-mannose forms	sugar (subset of carbon source)	high-mannose	COID981337	RESULTS	arg1
fe08fe3f5e88462cfff0abccfb4f137e	30552760	PMC6590254	150 nM monensin	monensin	150 nM monensin	NYK	monensin	COID766386	RESULTS	arg0
e05a3b861d89459e4adb763ee8fb51cb	30552760	PMC6590254	raffinose	raffinose	raffinose	sugar (subset of carbon source)	raffinose	COID985703	RESULTS	arg0
d01ffd2e4b4edba3a706433749f54951	30552760	PMC6590254	the mass fraction of sialylated glycan	fraction	the mass fraction	sugar (subset of carbon source)	sialylated glycan	COID113402	RESULTS	arg0
f9cce063b6d9512083595042eb0f3cb2	30552760	PMC6590254	supplementation with DANA alone	supplementation	supplementation	secondary raw materials	supplementation	COID566710	RESULTS	arg1
2799397a06300e3b01666ed0d679f40b	30552760	PMC6590254	the combination DANA/ManNAc	DANA/ManNAc	the combination DANA/ManNAc	sugar (subset of carbon source)	ManNAc	COID135789	RESULTS	arg1
3bcb88c127134bbd942d62912e4b55bd	30552760	PMC6590254	the combination DANA/ManNAc	DANA/ManNAc	the combination DANA/ManNAc	sugar (subset of carbon source)	DANA	COID084256	RESULTS	arg1
4718f2b905636e087444164e4a32ddf7	30552760	PMC6590254	an increase in galactosylation	increase	an increase	glycosylation	galactosylation	COID475750	RESULTS	arg1
41e826a1ef56004abfc2c813feab035f	30552760	PMC6590254	mAb2	mAb2	mAb2	monoclonal antibody	mAb2	COID770105	RESULTS	arg0
87f97c79aaca27f5751c7ef9489ac475	30552760	PMC6590254	additional Fab glycosylation	glycosylation	additional Fab glycosylation	glycosylation	glycosylation	COID119643	RESULTS	arg1
955a89e91644d9c61e47842e77405c9e	30552760	PMC6590254	increased Qp	Qp	increased Qp	flux rate	Qp	COID599783	RESULTS	arg1
07fcfcad24e8c9b120373106660fad87	30552760	PMC6590254	the increase in mannosylation in the conditions with additives	increase	the increase	glycosylation	mannosylation	COID543580	RESULTS	arg0
c757933067e9a9b2387bb778bbc54601	30552760	PMC6590254	the growth phase	phase	the growth phase	cell culture parameters	growth	COID203666	RESULTS	arg1
25b173d681d5b07dccad883aac63119a	30682623	PMC6352710	the levels of high mannose species, which is primarily the glycan core with five or more mannose moieties, and the agalactosylated species (G0)	levels	the levels	sugar (subset of carbon source)	high mannose	COID981337	RESULTS	arg1
851ec9dab7bd162cb34c80b9a9a28dd3	30682623	PMC6352710	the levels of high mannose species, which is primarily the glycan core with five or more mannose moieties, and the agalactosylated species (G0)	levels	the levels	sugar (subset of carbon source)	glycan	COID626759	RESULTS	arg1
ded00f7fa2fbd9591613fef76059530c	30682623	PMC6352710	an attempt to increase and maintain a sustained level of galactosylation and sialylation in fed-batch cultures	attempt	an attempt to increase and maintain a sustained level of galactosylation and sialylation in fed-batch cultures	glycosylation	galactosylation	COID475750	RESULTS	arg0
40e11ae3b3b1dc23243d36d0e4686e6b	30682623	PMC6352710	a sustained level of galactosylation and sialylation in fed-batch cultures	level	a sustained level	glycosylation	sialylation	COID543327	RESULTS	arg1
0b80257a65904744d3691a9a9039ce0a	30682623	PMC6352710	an attempt to increase and maintain a sustained level of galactosylation and sialylation in fed-batch cultures	attempt	an attempt to increase and maintain a sustained level of galactosylation and sialylation in fed-batch cultures	glycosylation	sialylation	COID543327	RESULTS	arg0
a29bad52580ba0deea997170973cd76a	30682623	PMC6352710	a sustained level of galactosylation and sialylation in fed-batch cultures	level	a sustained level	glycosylation	galactosylation	COID475750	RESULTS	arg1
b92a99b107e9994de54afed1b7d46dc9	30682623	PMC6352710	The expression levels of most of the genes in this gene set	levels	The expression levels	genotype	genes	COID185502	RESULTS	arg1
a27a80d1b6dc3fa6bf08dec7fc508c81	30682623	PMC6352710	NADH dehydrogenase 1 alpha subcomplex 7 (NDUFA7) from oxidative phosphorylation	subcomplex	NADH dehydrogenase 1 alpha subcomplex 7	PTM	oxidative phosphorylation	COID850093	RESULTS	arg1
1ffee6ee0cb014183a3374b448d79274	30682623	PMC6352710	time (Figure S5)	time	time	process parameters or process control	time	COID742277	RESULTS	arg0
8fe2ed00df22502309a4e38b515f841a	30682623	PMC6352710	beta-1,4-galactosyltransferase 1 (B4GALT1)	beta-1,4-galactosyltransferase	beta-1,4-galactosyltransferase 1	enzyme	galactosyltransferase	COID703629	RESULTS	arg1
6b39664bf9436f8ea36093cdf4d17db5	30682623	PMC6352710	time (Figure 5B)	time	time	process parameters or process control	time	COID742277	RESULTS	arg0
726b6648fce82ca60388df877b8f485f	30682623	PMC6352710	the levels of UDP-GlcNAc	levels	the levels	sugar (subset of carbon source)	GlcNAc	COID510815	RESULTS	arg1
049a2aa6384a32cbb78067ea15502dad	30682623	PMC6352710	Specific productivity	productivity	Specific productivity	process condition	Specific productivity	COID731421	RESULTS	arg1
db0e6ef61bfd99d492dfa8ab5da40471	31425633	PMC7003473	the increase of amino acid correlations with glycan profiles	increase	the increase	product quality attributes	glycan profiles	COID521331	RESULTS	arg1
067e87181aedca2aa544a2d792fe34c9	31425633	PMC7003473	the increase of amino acid correlations with glycan profiles	increase	the increase	amino acid (subset of substrates)	amino acid	COID693703	RESULTS	arg1
c5e7b76efa2b5aab9af50bfb31a5b46d	31425633	PMC7003473	the timing of the amino acid supplementation strategy	timing	the timing	amino acid (subset of substrates)	amino acid	COID693703	RESULTS	arg0
c3bfdf18fcf767a95b5bbfd6aedc7a67	31425633	PMC7003473	the beneficial effect of prolonging bioreactor production time and	effect	the beneficial effect	vessel or process parameter or production scale	bioreactor	COID345693	RESULTS	arg0
0c4f4613ff0540ab03204ff5b2907c83	31425633	PMC7003473	the VCD	VCD	the VCD	cell culture parameters	VCD	COID384695	RESULTS	arg1
90f5b6695f66707f787347ec81216833	31425633	PMC7003473	the beneficial effect of prolonging bioreactor production time and	effect	the beneficial effect	process parameters or process control	time	COID742277	RESULTS	arg0
9dbd0783ecbf31d8512e96d34cf9610f	31425633	PMC7003473	higher amounts of high mannose species production	amounts	higher amounts	sugar (subset of carbon source)	high mannose	COID981337	RESULTS	arg1
6096c4f5d7b99ef83ad27f07cb706e9f	31425633	PMC7003473	high mannose species production	production	high mannose species production	sugar (subset of carbon source)	high mannose	COID981337	RESULTS	arg1
ad33d4dc5a6282504c060a9ce442ffec	31487120	PMC7027499	diverse amounts of terminal galactosylation, high mannose glycoforms, and aglycosylation	amounts	diverse amounts	glycosylation	galactosylation	COID475750	ABSTRACT	arg1
eea96f0e10078f9ce8c3a74e9e1b4df7	31487120	PMC7027499	diverse amounts of terminal galactosylation, high mannose glycoforms, and aglycosylation	amounts	diverse amounts	product quality attributes	aglycosylation	COID076549	ABSTRACT	arg1
ed125218390594e374bc10989cd4025c	31487120	PMC7027499	an increase of immature glycoforms such as HM	increase	an increase	recombinant protein	glycoforms	COID288767	RESULTS	arg1
9372e830da20804600a7e559ce516eda	31487120	PMC7027499	an increase of immature glycoforms such as HM	increase	an increase	sugar (subset of carbon source)	HM	COID981337	RESULTS	arg1
5445ac428f7c4d0e16aef52592398fca	31487120	PMC7027499	Culture medium	medium	Culture medium	media characteristics	Culture medium	COID180560	RESULTS	arg0
697558fa5ce2d898d5213e62c1f3f5cf	31487120	PMC7027499	the abundance of HM glycoforms which can be characteristic of cellular stress and causes incomplete processing during N-glycan biosynthesis.6, 23, 24 This cellular stress can manifest differently, either as a reduction in galactosylation, or increases in either HM glycoforms or aglycosylation	abundance	the abundance	recombinant protein	HM glycoforms	COID288767	RESULTS	arg1
ef82674f28a2111311b37b3189abd2bc	31487120	PMC7027499	protein that has a lower degree of G0F, G1F, and G2F glycoforms	protein	protein	recombinant protein	glycoforms	COID288767	RESULTS	arg0
c5e5f19f53377a3a036a7eec9749a50e	31487120	PMC7027499	a lower degree of G0F, G1F, and G2F glycoforms	degree	a lower degree	sugar (subset of carbon source)	G0F	COID847830	RESULTS	arg1
0a7ab5e971a8aa31a0306423e56c4cf2	31487120	PMC7027499	a lower degree of G0F, G1F, and G2F glycoforms	degree	a lower degree	sugar (subset of carbon source)	G1F	COID847930	RESULTS	arg1
7c75204b118994a6d06d40996abfe97a	31487120	PMC7027499	a lower degree of G0F, G1F, and G2F glycoforms	degree	a lower degree	sugar (subset of carbon source)	G2F	COID847130	RESULTS	arg1
ff2afd4f7b87ea8bcc99fb069a597b64	31487120	PMC7027499	protein that has a lower degree of G0F, G1F, and G2F glycoforms	protein	protein	sugar (subset of carbon source)	G0F	COID847830	RESULTS	arg0
5d689a16bbf871b8f8bcd1bab539747e	31487120	PMC7027499	a lower degree of G0F, G1F, and G2F glycoforms	degree	a lower degree	recombinant protein	glycoforms	COID288767	RESULTS	arg1
632c19582686628a85fa277feedd1063	31487120	PMC7027499	protein that has a lower degree of G0F, G1F, and G2F glycoforms	protein	protein	sugar (subset of carbon source)	G1F	COID847930	RESULTS	arg0
c0e11ad82862d4762a499b2650ff2d43	31487120	PMC7027499	protein that has a lower degree of G0F, G1F, and G2F glycoforms	protein	protein	sugar (subset of carbon source)	G2F	COID847130	RESULTS	arg0
cc239a9b6aac4cb4c8bb1f954e40f5d7	31487120	PMC7027499	the end of the cell culture	end	the end	cell culture parameters	cell culture	COID293414	RESULTS	arg0
932a861ec72498b6442f905d8fef1b77	31487120	PMC7027499	protein produced at the end of the cell culture due to more protein being produced at the higher cell densities that are reached in the latter stages of the process, and due to the cells' increased productivity as they enter the stationary phase during this time	protein	protein	cell culture parameters	cell densities	COID283414	RESULTS	arg1
d37bfb5b0df6de5a3cdbb38ec71a19bb	31487120	PMC7027499	the most G0F (more than G1F and G2F combined, 53.189% vs. 32.423%)	G0F	the most G0F	sugar (subset of carbon source)	G0F	COID847830	RESULTS	arg1
bc672975fdf33f92cd29c078e4fcd71a	31544815	PMC6640710	the IgG fucosylation	fucosylation	the IgG fucosylation	glycosylation	fucosylation	COID810570	RESULTS	arg0
572d848728341f67a5a7622951102305	31544815	PMC6640710	a significant higher incorporation of the alkynylated fucose analogue	incorporation	a significant higher incorporation	substitution material	fucose analogue	COID400862	RESULTS	arg1
bbc7448058d76c56cbd1ef5dbce13754	31544815	PMC6640710	the IgG fucosylation	fucosylation	the IgG fucosylation	antibody	IgG	COID713543	RESULTS	arg0
2c9406c1b8ecae2e860a3d8adb8a5c63	31544815	PMC6640710	a more effective reduction of the IgG fucosylation by 5-AlkFuc compared to 2F-Fuc	reduction	a more effective reduction	glycosylation	fucosylation	COID810570	RESULTS	arg0
02bb7af74e6c3c89c61546f8ac994dbf	31544815	PMC6640710	a more effective reduction of the IgG fucosylation by 5-AlkFuc compared to 2F-Fuc	reduction	a more effective reduction	antibody	IgG	COID713543	RESULTS	arg0
6d182e011ba7b4ce2a2eec881348367d	31544815	PMC6640710	5-AlkFuc	5-AlkFuc	5-AlkFuc	sugar (subset of carbon source)	5-AlkFuc	COID256307	RESULTS	arg0
0c77b9457e0d714f48cda20bfca98491	31544815	PMC6640710	higher incorporation of the fucose analogue	incorporation	higher incorporation	substitution material	fucose analogue	COID400862	RESULTS	arg1
